7226	20388	1218	8446	108	30295	1006	151557	3200	14217	168	2665	2274	875	7494	34185	27171	51778	16	4867
6667	2475	624	3459	97	3523	246	15583	991	1874	425	356	3107	377	1221	10636	4917	34249	6	3022
164	62	0	106	31	330	5	3673	4	25	2	0	62	0	91	3604	56	4692	0	2
5	6	0	5	0	80	2	1543	0	0	2	0	0	0	11	21	1990	55	0	0
11	0	0	68	0	99	0	445	0	0	0	0	0	0	0	55	5	758	0	2
0	0	0	0	0	65	0	209	0	1	0	0	0	0	0	5	0	14	0	2
0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	4	0	21	1	0	0	0	0	0	0	12	4	7	0	6
2	0	0	0	0	12	0	10	0	0	0	0	0	0	0	676	2	3	0	1
14	177	0	35	1	319	0	606	0	16	1	0	9	4	72	200	4122	184	0	13
0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	3	0	1	0	0
1	0	0	0	0	1	0	6	10	0	0	0	0	0	0	6	0	0	0	0
2	327	0	20	0	81	0	484	0	0	0	0	0	0	22	79	173	108	0	1
1	0	0	0	0	0	0	3	15	0	0	0	0	0	0	14	0	0	0	0
1	340	0	17	0	19	0	348	3	6	0	0	0	0	23	66	91	168	0	18
0	0	0	0	0	6	0	396	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1291	0	0	0	0	0	0	0	22	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	1	0	0
1	71	0	12	0	22	0	267	0	0	0	1	0	0	15	80	60	136	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3747	0	0	0	0
2	74	0	18	1	21	0	412	0	1	0	0	1	0	21	63	42	163	0	3
1	0	0	0	0	2	0	401	0	0	0	0	0	0	0	6	5	1	0	0
0	0	0	0	0	0	0	1298	0	0	0	0	0	0	0	0	1	0	0	0
2	80	0	13	0	12	0	201	0	7	0	0	0	0	18	71	135	53	0	2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	11
0	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	15	0	0	0	0
0	0	0	0	0	1	0	396	0	0	0	0	0	0	0	17	1	2	0	2
4	30	0	5	0	13	0	389	0	5	0	0	6	0	19	56	66	44	0	0
0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0
8	34	0	3	0	6	0	636	0	1	0	0	0	0	10	56	61	71	0	1
0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	7	0	2	0	0
1	0	0	0	0	0	0	1303	0	0	0	0	0	0	0	13	0	0	0	0
0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0
6	100	0	17	0	24	0	488	2	3	0	0	0	0	18	30	32	36	0	1
2203	538	263	562	38	618	65	1446	410	617	207	79	1490	87	312	1706	1094	1535	0	407
6	60	0	11	3	25	0	724	0	1	0	0	0	0	6	40	11	70	0	1
0	0	0	0	0	0	0	470	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1351	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	71	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1603	0	0	0	0	0	0	0	3	0	0	0	0
1	0	0	0	0	0	0	1608	0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	30	0	7	0	9	0	334	1	0	0	0	1	0	6	86	23	43	0	1
0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	2	0	0	0	0
3	67	0	10	0	8	1	673	0	0	0	0	0	1	14	30	25	21	0	10
0	0	0	0	0	0	0	956	0	0	0	0	0	0	0	6	0	0	0	0
4	54	0	5	0	13	0	502	1	6	0	0	0	1	9	56	26	32	0	4
0	0	0	0	0	1	0	405	0	0	0	0	0	0	2	17	0	0	0	0
0	2	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0
1	97	0	15	0	24	0	155	0	0	0	0	0	0	2	44	16	23	0	0
3	33	0	8	0	19	0	534	0	0	0	0	0	0	8	39	20	85	0	0
1	0	0	0	0	0	0	399	0	0	0	0	0	0	0	1	0	2	0	0
0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0
0	38	0	5	0	7	0	196	0	2	0	1	0	0	9	41	18	21	0	2
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	112	0	0	0
